Proponente,Nome Progetto,Procedura,Cartella,Tipo,Nome Impianto,Localita,Regione,Marca,modello,MWp,Altezza Totale,Mozzo,Lama,Diametro,Longitudine,Latitudine,Altitudine,Catastale,Particella,Note,Doc Origine,Lat Converted,Long Converted
Siurgus S.r.l.,Pranu Nieddu,6003,7840,Eolico,WTG008,Siurgus Donigala,Trexenta,Siemens Gamesa,SG 6.6,"6,6",200,115,170,,517950.2124,4380167.1581,480,,,COORDINATE PIANE UTM-WGS 84,7840_1_1-Relazione_descrittiva_generale.pdf,39.57101913,9.20898710
Siurgus S.r.l.,Pranu Nieddu,6003,7840,Eolico,WTG009,Siurgus Donigala,Trexenta,Siemens Gamesa,SG 6.6,"6,6",200,115,170,,518295.8778,4380986.8692,446,,,COORDINATE PIANE UTM-WGS 84,7840_1_1-Relazione_descrittiva_generale.pdf,39.57839775,9.21303413
Siurgus S.r.l.,Pranu Nieddu,6003,7840,Eolico,WTG010,Siurgus Donigala,Trexenta,Siemens Gamesa,SG 6.6,"6,6",200,115,170,,520039.2228,4380602.17,473,,,COORDINATE PIANE UTM-WGS 84,7840_1_1-Relazione_descrittiva_generale.pdf,39.57489247,9.23332157
Siurgus S.r.l.,Pranu Nieddu,6003,7840,Eolico,WTG011,Siurgus Donigala,Trexenta,Siemens Gamesa,SG 6.6,"6,6",200,115,170,,522547.8453,4382213.4339,409,,,COORDINATE PIANE UTM-WGS 84,7840_1_1-Relazione_descrittiva_generale.pdf,39.58934823,9.26258459
Siurgus S.r.l.,Pranu Nieddu,6003,7840,Eolico,WTG012,Siurgus Donigala,Trexenta,Siemens Gamesa,SG 6.6,"6,6",200,115,170,,522007.6922,4382204.5113,401,,,COORDINATE PIANE UTM-WGS 84,7840_1_1-Relazione_descrittiva_generale.pdf,39.58928187,9.25629391
Siurgus S.r.l.,Pranu Nieddu,6003,7840,Eolico,WTG014,Siurgus Donigala,Trexenta,Siemens Gamesa,SG 6.6,"6,6",200,115,170,,518726.061,4382615.6071,457,,,COORDINATE PIANE UTM-WGS 84,7840_1_1-Relazione_descrittiva_generale.pdf,39.59306401,9.21808908
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,A1,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,496440.38.00,4269969.31.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.57818053,8.95913346
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,A10,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,516540.11.00,4288012.13.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.74063254,9.19031958
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,A11,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,518777.05.00,4290008.57.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.75857909,9.21611311
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,A12,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,521002.03.00,4292021.00.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.77666422,9.24178236
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,A13,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,523235.11.00,4294026.20.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.79467825,9.26755760
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,A14,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,525456.22.00,4296025.53.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.81263394,9.29320772
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,A15,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,527687.57.00,4298029.39.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.83062439,9.31898887
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,A16,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,529919.17.00,4300036.01.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.84863389,9.34478600
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,A2,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,498677.12.00,4271973.50.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.59624843,8.98480875
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,A3,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,500908.36.00,4273983.53.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.61436328,9.01043374
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,A4,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,503150.31.00,4275984.02.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.63238644,9.03619464
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,A5,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,505371.35.00,4277989.54.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.65044932,9.06172816
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,A6,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,507603.10.00,4279985.57.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.66842095,9.08739752
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,A7,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,509845.13.00,4281991.13.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.68647263,9.11319805
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,A8,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,512082.05.00,4284000.34.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.70455151,9.13895283
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,A9,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,514313.44.00,4286008.42.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.72261454,9.16465694
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,B1,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,498445.49.00,4267982.14.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.56027788,8.98215774
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,B11,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,520776.58.00,4287793.47.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.73857253,9.23905980
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,B12,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,523015.06.00,4289789.51.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.75650464,9.26488245
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,B13,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,525234.00.00,4291801.11.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.77457172,9.29049364
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,B14,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,527462.29.00,4293807.57.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.79258647,9.31622520
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,B15,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,529685.42.00,4295816.57.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.81061850,9.34191039
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,B16,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,531919.19.00,4297824.57.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.82863537,9.36773106
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,B2,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,500689.41.00,4269975.36.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.57824192,9.00791484
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,B3,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,502912.43.00,4271759.57.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.59431670,9.03344390
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,B4,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,505146.16.00,4273750.36.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.61224750,9.05910888
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,B5,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,507374.40.00,4275752.38.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.63027384,9.08472368
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,B6,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,509613.32.00,4277758.38.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.64833025,9.11047410
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,B7,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,511847.14.00,4279769.43.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.66642650,9.13617891
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,B8,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,514075.44.00,4281775.35.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.68447087,9.16183308
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,B9,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,516314.41.00,4283777.59.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.70247617,9.18762276
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,C11,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,525007.34.00,4285805.35.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.72054658,9.28766746
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,C12,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,527232.56.00,4289584.14.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.75453385,9.31341333
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,C14,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,529468.44.00,4291590.35.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.77254111,9.33923075
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,C3,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,504916.52.00,4269520.18.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.57412649,9.05644138
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,C4,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,507157.45.00,4271523.14.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.59216192,9.08218768
Renexia S.p.A.,Sardegna1,7490,8080,Eolico Off-Shore,C5,SUD SARDEGNA,,VESTAS?,v236-15.0MW,"15,00","268,00",150,"115,5",236,509384.44.00,4273527.14.00,,,,S1_D007_Aree_in_concessione-signed.pdf,,38.61020113,9.10778676
Sorgenia Renewables S.r.l.,Parco eolico Samassi-Serrenti,7554,8429,Eolico,SM01,Samassi,,VESTAS,V162-6.0MW,6,206,125,81,"162,00","39°30’05.96""N","8°55’00.35""E","83,00",,,,C20010S05-VA-RT-05-02.pdf,"39°30’05.96""N","8°55’00.35""E"
Sorgenia Renewables S.r.l.,Parco eolico Samassi-Serrenti,7554,8429,Eolico,SM02,Samassi,,VESTAS,V162-6.0MW,6,206,125,81,"162,00","39°30’27.66""N","8°55’20.76""E","97,00",,,,C20010S05-VA-RT-05-02.pdf,"39°30’27.66""N","8°55’20.76""E"
Sorgenia Renewables S.r.l.,Parco eolico Samassi-Serrenti,7554,8429,Eolico,SM03,Samassi,,VESTAS,V162-6.0MW,6,206,125,81,"162,00","39°30’43.32""N","8°55’54.94""E","116,00",,,,C20010S05-VA-RT-05-02.pdf,"39°30’43.32""N","8°55’54.94""E"
Sorgenia Renewables S.r.l.,Parco eolico Samassi-Serrenti,7554,8429,Eolico,SM04,Samassi,,VESTAS,V162-6.0MW,6,206,125,81,"162,00","39°30’54.59""N","8°55’29.00""E","103,00",,,,C20010S05-VA-RT-05-02.pdf,"39°30’54.59""N","8°55’29.00""E"
Sorgenia Renewables S.r.l.,Parco eolico Samassi-Serrenti,7554,8429,Eolico,SM05,Samassi,,VESTAS,V162-6.0MW,6,206,125,81,"162,00","39°29’59.59""N","8°55’36.97""E","102,00",,,,C20010S05-VA-RT-05-02.pdf,"39°29’59.59""N","8°55’36.97""E"
Sorgenia Renewables S.r.l.,Parco eolico Samassi-Serrenti,7554,8429,Eolico,SM06,Serrenti,,VESTAS,V162-6.0MW,6,206,125,81,"162,00","39°30’05.94""N","8°56’17.02""E","100,00",,,,C20010S05-VA-RT-05-02.pdf,"39°30’05.94""N","8°56’17.02""E"
Sorgenia Renewables S.r.l.,Parco eolico Samassi-Serrenti,7554,8429,Eolico,SM07,Serrenti,,VESTAS,V162-6.0MW,6,206,125,81,"162,00","39°30’34.87""N","8°56’45.47""E","125,00",,,,C20010S05-VA-RT-05-02.pdf,"39°30’34.87""N","8°56’45.47""E"
Sorgenia Renewables S.r.l.,Parco eolico Samassi-Serrenti,7554,8429,Eolico,SM08,Samassi,,VESTAS,V162-6.0MW,6,206,125,81,"162,00","39°31’18.73""N","8°55’26.00""E","88,00",,,,C20010S05-VA-RT-05-02.pdf,"39°31’18.73""N","8°55’26.00""E"
Sorgenia Renewables S.r.l.,Parco eolico Samassi-Serrenti,7554,8429,Eolico,SM09,Serrenti,,VESTAS,V162-6.0MW,6,206,125,81,"162,00","39°30’24.66""N","8°56’27.97""E","113,00",,,,C20010S05-VA-RT-05-02.pdf,"39°30’24.66""N","8°56’27.97""E"
Sorgenia Renewables S.r.l.,Parco eolico Samassi-Serrenti,7554,8429,Eolico,SM10,Serrenti,,VESTAS,V162-6.0MW,6,206,125,81,"162,00","39°31’37.98""N","8°55’42.83""E","78,00",,,,C20010S05-VA-RT-05-02.pdf,"39°31’37.98""N","8°55’42.83""E"
Sorgenia Renewables S.r.l.,Parco eolico Samassi-Serrenti,7554,8429,Eolico,SM11,Serrenti,,VESTAS,V162-6.0MW,6,206,125,81,"162,00","39°31’02.89""N","8°56’24.94""E","98,00",,,,C20010S05-VA-RT-05-02.pdf,"39°31’02.89""N","8°56’24.94""E"
Sorgenia Renewables S.r.l.,Parco eolico Samassi-Serrenti,7554,8429,Eolico,Sottostazione Utente,Sanluri,,VESTAS,V162-6.0MW,6,206,125,81,"162,00","39°35’19.08""N","8°55’52.89""E","119,00",,,,C20010S05-VA-RT-05-02.pdf,"39°35’19.08""N","8°55’52.89""E"
Infrastrutture SpA,Budduso',7555,8100,Eolico,B03,Budduso',Monteacuto,VESTAS,"v162-6,0MW","6,00",206,125,"81,00",3888.00.00,520952.00.00,4489868.00,753,,,,C20025S05-VA-RT-02-01.pdf,40.55931370,9.24748632
Infrastrutture SpA,Budduso',7555,8100,Eolico,B04,Budduso',Monteacuto,VESTAS,"v162-6,0MW","6,00",206,125,"81,00",3888.00.00,521394.00.00,4490194.00,777,,,,C20025S05-VA-RT-02-01.pdf,40.56223928,9.25271825
Infrastrutture SpA,Budduso',7555,8100,Eolico,B05,Budduso',Monteacuto,VESTAS,"v162-6,0MW","6,00",206,125,"81,00",3888.00.00,519113.00.00,4489186.00,644,,,,C20025S05-VA-RT-02-01.pdf,40.55321414,9.22574347
Infrastrutture SpA,Budduso',7555,8100,Eolico,B06,Budduso',Monteacuto,VESTAS,"v162-6,0MW","6,00",206,125,"81,00",3888.00.00,518768.00.00,4488821.00,635,,,,C20025S05-VA-RT-02-01.pdf,40.54993379,9.22165786
Infrastrutture SpA,Budduso',7555,8100,Eolico,B07,Budduso',Monteacuto,VESTAS,"v162-6,0MW","6,00",206,125,"81,00",3888.00.00,518736.00.00,4488072.00,632,,,,C20025S05-VA-RT-02-01.pdf,40.54318686,9.22125773
Infrastrutture SpA,Budduso',7555,8100,Eolico,B09,Budduso',Monteacuto,VESTAS,"v162-6,0MW","6,00",206,125,"81,00",3888.00.00,521497.56.00,4487542.40,593,,,,C20025S05-VA-RT-02-01.pdf,40.53834871,9.25385133
Infrastrutture SpA,Budduso',7555,8100,Eolico,B10,Budduso',Monteacuto,VESTAS,"v162-6,0MW","6,00",206,125,"81,00",3888.00.00,521934.32.00,4488366.72,644,,,,C20025S05-VA-RT-02-01.pdf,40.54576345,9.25903731
GRV Wind Sardegna 3 S.r.l.,Ossi,7586,8196,Eolico,WTG01,Ossi,Logudoro,VESTAS,V162-6.2MW,"6,20",206,125,81,162,1467497,4498512,"453,00",,,,1_1_a_GR_Riscontro_MiTE.pdf,40.636109812523586,8.615650676308576
GRV Wind Sardegna 3 S.r.l.,Ossi,7586,8196,Eolico,WTG02,Ossi,Logudoro,VESTAS,V162-6.2MW,"6,20",206,125,81,162,1467002,4500978,"474,00",,,,1_1_a_GR_Riscontro_MiTE.pdf,40.65830470473831,8.609668003692017
GRV Wind Sardegna 3 S.r.l.,Ossi,7586,8196,Eolico,WTG03,Ossi,Logudoro,VESTAS,V162-6.2MW,"6,20",206,125,81,162,1467498,4499024,"453,00",,,,1_1_a_GR_Riscontro_MiTE.pdf,40.6407221229166,8.615636049021173
GRV Wind Sardegna 3 S.r.l.,Ossi,7586,8196,Eolico,WTG04,Ossi,Logudoro,VESTAS,V162-6.2MW,"6,20",206,125,81,162,1468574,4499580,"494,00",,,,1_1_a_GR_Riscontro_MiTE.pdf,40.64577241507579,8.628332629369154
GRV Wind Sardegna 3 S.r.l.,Ossi,7586,8196,Eolico,WTG05,Ossi,Logudoro,VESTAS,V162-6.2MW,"6,20",206,125,81,162,1468291,4500259,"482,00",,,,1_1_a_GR_Riscontro_MiTE.pdf,40.65187825401894,8.624951485684152
Infrastrutture S.p.a.,Parco Eolico di Suni,7803,8351,Eolico,SA05,Sagama,Planargia,VESTAS ,v162-6.0MW,"6,00",206,125,81,162,465475.00 E,4457782.00 N,387,,,,,40.28422527,8.59730534
Infrastrutture S.p.a.,Parco Eolico di Suni,7803,8351,Eolico,SI06,Sindia,Planargia,VESTAS ,v162-6.0MW,"6,00",206,125,81,162,471750.00 E,4457915.00 N,541,,,,,40.27516142,8.67127429
Infrastrutture S.p.a.,Parco Eolico di Suni,7803,8351,Eolico,SI07,Sindia,Planargia,VESTAS ,v162-6.0MW,"6,00",206,125,81,162,470239.00 E,4457739.00 N,503,,,,,40.26210390,8.66088269
Infrastrutture S.p.a.,Parco Eolico di Suni,7803,8351,Eolico,SI08,Sindia,Planargia,VESTAS ,v162-6.0MW,"6,00",206,125,81,162,473148.00 E,4458181.00 N,576,,,,,40.27367473,8.68416108
Infrastrutture S.p.a.,Parco Eolico di Suni,7803,8351,Eolico,SI09,Sindia,Planargia,VESTAS ,v162-6.0MW,"6,00",206,125,81,162,472053.00 E,4458350.00 N,557,,,,,40.27367473,8.68416108
Infrastrutture S.p.a.,Parco Eolico di Suni,7803,8351,Eolico,SI10,Sindia,Planargia,VESTAS ,v162-6.0MW,"6,00",206,125,81,162,471164.00 E,4456904.00 N,560,,,,,40.27123223,8.66772950
Infrastrutture S.p.a.,Parco Eolico di Suni,7803,8351,Eolico,SU02,Suni,Planargia,VESTAS ,v162-6.0MW,"6,00",206,125,81,162,465149.00 E,4458606.00 N,379,,,,,40.26979855,8.59393304
Infrastrutture S.p.a.,Parco Eolico di Suni,7803,8351,Eolico,SU03,Suni,Planargia,VESTAS ,v162-6.0MW,"6,00",206,125,81,162,466344.00 E,4459586.00 N,410,,,,,40.26959421,8.64996591
Infrastrutture S.p.a.,Parco Eolico di Suni,7803,8351,Eolico,SU04,Suni,Planargia,VESTAS ,v162-6.0MW,"6,00",206,125,81,162,465769.00 E,4459382.00 N,392,,,,,40.28608648,8.60405879
Infrastrutture S.p.a.,Parco Eolico di Suni,7803,8351,Eolico,TI01,Tinnura,Planargia,VESTAS ,v162-6.0MW,"6,00",206,125,81,162,464099.87 E,4458298.64 N,369,,,,,40.27720857,8.59005405
Green Energy Sardegna 2 S.r.l.,Nurraddei,7859,8676,Eolico,GU08,GUASILA,,Siemens-Gamesa , SG170-115,"5,6",200,119,,"170,00","503.626,00",4.374.546,282,,,"Capacita 6,2MWP, limitata a 5,6",214701_D_R_0263_Relazione_anem_pubblica.pdf 214701_D_R_0102_01_Rel_tecnica.pdf,39.52054988,9.04218551
Green Energy Sardegna 2 S.r.l.,Nurraddei,7859,8676,Eolico,GU09,GUASILA,,Siemens-Gamesa , SG170-115,"5,6",200,119,,"170,00","504.126,00",4.375.066,310,,,"Capacita 6,2MWP, limitata a 5,6",214701_D_R_0263_Relazione_anem_pubblica.pdf 214701_D_R_0102_01_Rel_tecnica.pdf,39.52523311,9.04800582
Green Energy Sardegna 2 S.r.l.,Nurraddei,7859,8676,Eolico,SA01,SAMATZAI,,Siemens-Gamesa , SG170-115,"5,6",200,119,,"170,00","503.568,00",4.373.440,269,,,"Capacita 6,2MWP, limitata a 5,6",214701_D_R_0263_Relazione_anem_pubblica.pdf 214701_D_R_0102_01_Rel_tecnica.pdf,39.51058445,9.04150479
Green Energy Sardegna 2 S.r.l.,Nurraddei,7859,8676,Eolico,SA02,SAMATZAI,,Siemens-Gamesa , SG170-115,"5,6",200,119,,"170,00","503.096,00",4.373.132,255,,,"Capacita 6,2MWP, limitata a 5,6",214701_D_R_0263_Relazione_anem_pubblica.pdf 214701_D_R_0102_01_Rel_tecnica.pdf,39.50781102,9.03601282
Green Energy Sardegna 2 S.r.l.,Nurraddei,7859,8676,Eolico,SA03,SAMATZAI,,Siemens-Gamesa , SG170-115,"5,6",200,119,,"170,00","503.000,00",4.374.018,259,,,"Capacita 6,2MWP, limitata a 5,6",214701_D_R_0263_Relazione_anem_pubblica.pdf 214701_D_R_0102_01_Rel_tecnica.pdf,39.51579472,9.03490014
Green Energy Sardegna 2 S.r.l.,Nurraddei,7859,8676,Eolico,SA04,SAMATZAI,,Siemens-Gamesa , SG170-115,"5,6",200,119,,"170,00","502.563,00",4.374.003,"279,5",,,"Capacita 6,2MWP, limitata a 5,6",214701_D_R_0263_Relazione_anem_pubblica.pdf 214701_D_R_0102_01_Rel_tecnica.pdf,39.51566098,9.02981629
Green Energy Sardegna 2 S.r.l.,Nurraddei,7859,8676,Eolico,SA05,SAMATZAI,,Siemens-Gamesa , SG170-115,"5,6",200,119,,"170,00","502.252,00",4.373.576,"286,5",,,"Capacita 6,2MWP, limitata a 5,6",214701_D_R_0263_Relazione_anem_pubblica.pdf 214701_D_R_0102_01_Rel_tecnica.pdf,39.51181434,9.02619687
Green Energy Sardegna 2 S.r.l.,Nurraddei,7859,8676,Eolico,SA06,SAMATZAI,,Siemens-Gamesa , SG170-115,"5,6",200,119,,"170,00","501.634,00",4.373.330,250,,,"Capacita 6,2MWP, limitata a 5,6",214701_D_R_0263_Relazione_anem_pubblica.pdf 214701_D_R_0102_01_Rel_tecnica.pdf,39.50959914,9.01900725
Green Energy Sardegna 2 S.r.l.,Nurraddei,7859,8676,Eolico,SA07,SAMATZAI,,Siemens-Gamesa , SG170-115,"5,6",200,119,,"170,00","501.590,00",4.374.268,235,,,"Capacita 6,2MWP, limitata a 5,6",214701_D_R_0263_Relazione_anem_pubblica.pdf 214701_D_R_0102_01_Rel_tecnica.pdf,39.51805113,9.01849767
Infrastrutture S.p.a.,Parco eolico di Ittiri,8052,8509,Eolico,I01,Ittiri,,VESTAS,V162-6.0MW,6,206,125,81,"162,00","40°36'04.43""N","8°31'34.55""E","257,00",,,,C20020S05-VA-RT-05-02.pdf,"40°36'04.43""N","8°31'34.55""E"
Infrastrutture S.p.a.,Parco eolico di Ittiri,8052,8509,Eolico,I02,Ittiri,,VESTAS,V162-6.0MW,6,206,125,81,"162,00","40°35'56.93""N","8°31'07.38""E",214,,,,C20020S05-VA-RT-05-02.pdf,"40°35'56.93""N","8°31'07.38""E"
Infrastrutture S.p.a.,Parco eolico di Ittiri,8052,8509,Eolico,I03,Ittiri,,VESTAS,V162-6.0MW,6,206,125,81,"162,00","40°35'38.22""N","8°31'21.03""E",301,,,,C20020S05-VA-RT-05-02.pdf,"40°35'38.22""N","8°31'21.03""E"
Infrastrutture S.p.a.,Parco eolico di Ittiri,8052,8509,Eolico,I04,Ittiri,,VESTAS,V162-6.0MW,6,206,125,81,"162,00","40°36'23.08""N","8°31'17.41""E",243,,,,C20020S05-VA-RT-05-02.pdf,"40°36'23.08""N","8°31'17.41""E"
Infrastrutture S.p.a.,Parco eolico di Ittiri,8052,8509,Eolico,I05,Ittiri,,VESTAS,V162-6.0MW,6,206,125,81,"162,00","40°35'32.13""N","8°30'49.21""E",298,,,,C20020S05-VA-RT-05-02.pdf,"40°35'32.13""N","8°30'49.21""E"
Infrastrutture S.p.a.,Parco eolico di Ittiri,8052,8509,Eolico,I06,Ittiri,,VESTAS,V162-6.0MW,6,206,125,81,"162,00","40°35'17.39""N","8°30'30.72""E",290,,,,C20020S05-VA-RT-05-02.pdf,"40°35'17.39""N","8°30'30.72""E"
Infrastrutture S.p.a.,Parco eolico di Ittiri,8052,8509,Eolico,I07,Ittiri,,VESTAS,V162-6.0MW,6,206,125,81,"162,00","40°35'01.80""N","8°29'57.50""E",263,,,,C20020S05-VA-RT-05-02.pdf,"40°35'01.80""N","8°29'57.50""E"
Infrastrutture S.p.a.,Parco eolico di Ittiri,8052,8509,Eolico,P08,Putifigari,,VESTAS,V162-6.0MW,6,206,125,81,"162,00","40°34'42.83""N","8°29'03.76""E",267,,,,C20020S05-VA-RT-05-02.pdf,"40°34'42.83""N","8°29'03.76""E"
Infrastrutture S.p.a.,Parco eolico di Ittiri,8052,8509,Eolico,P09,Putifigari,,VESTAS,V162-6.0MW,6,206,125,81,"162,00","40°36'25.71""N","8°30'40.94""E",261,,,,C20020S05-VA-RT-05-02.pdf,"40°36'25.71""N","8°30'40.94""E"
IBERDROLA RENOVABLES ITALIA S.p.A,Parco eolico di Villasor,8100,8509,Eolico,VL-01,Villasor,Decimo,VESTAS,V162-6MW,"5,6",206,125,81,162,39.38281°,8.98101°,"44,00",,,Indicata un altitudine 35-95mt. Altitudine ricavata da gEarth,C20018S05-VA-RT-13-01-PIANO_MONITORAGGIO_AMBIENTALE_signed.pdf,39.38281,8.98101
