Proponente,Nome Progetto,Procedura,Cartella,Tipo,Nome Impianto,Localita,Regione,Marca,modello,MWp,Altezza Totale,Mozzo,Lama,Diametro,Longitudine,Latitudine,Altitudine,Catastale,Particella,Note,Doc Origine,Lat Converted,Long Converted
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG3,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"7°58'52.73""","39°02'32.72""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"39°02'32.72""","7°58'52.73"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG30,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"8°01'06.61""","38°53'59.73""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"38°53'59.73""","8°01'06.61"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG31,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"8°01'52.53""","38°52'43.10""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"38°52'43.10""","8°01'52.53"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG32,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"7°55'19.55""","39°01'12.82""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"39°01'12.82""","7°55'19.55"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG33,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"7°57'37.65""","38°57'22.97""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"38°57'22.97""","7°57'37.65"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG34,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"7°58'23.67""","38°57'06.37""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"38°57'06.37""","7°58'23.67"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG4,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"7°59'38.79""","39°01'16.11""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"39°01'16.11""","7°59'38.79"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG5,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"8°00'24.85""","38°59'59.49""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"38°59'59.49""","8°00'24.85"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG6,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"8°01'10.89""","38°58'42.87""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"38°58'42.87""","8°01'10.89"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG7,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"8°01'56.86""","38°57'26.24""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"38°57'26.24""","8°01'56.86"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG8,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"8°02'42.85""","38°56'09.61""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"38°56'09.61""","8°02'42.85"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG9,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"8°03'28.80""","38°54'52.97""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"38°54'52.97""","8°03'28.80"""
Sorgenia Renewables S.r.l.,Bauladu Paulilatino,9293,9451,Eolico,BA01,Bauladu,Campidano Oristano,Siemens Gamesa,SG 6.6 170,"6,6",210,125,"83,3",170,1473670,4429289,193,,,"Potenza limitata a 6,2",SR-BP-RA1.pdf,40.01270620715344,8.691497639626219
Sorgenia Renewables S.r.l.,Bauladu Paulilatino,9293,9451,Eolico,BA02,Bauladu,Campidano Oristano,Siemens Gamesa,SG 6.6 170,"6,6",210,125,"83,3",170,1474641,4429568,183,,,"Potenza limitata a 6,2",SR-BP-RA1.pdf,40.015249557916526,8.702863568725373
Sorgenia Renewables S.r.l.,Bauladu Paulilatino,9293,9451,Eolico,BA03,Bauladu,Campidano Oristano,Siemens Gamesa,SG 6.6 170,"6,6",210,125,"83,3",170,1474947,4430242,174,,,"Potenza limitata a 6,2",SR-BP-RA1.pdf,40.021331030710066,8.706422966290832
Sorgenia Renewables S.r.l.,Bauladu Paulilatino,9293,9451,Eolico,BA04,Bauladu,Campidano Oristano,Siemens Gamesa,SG 6.6 170,"6,6",210,125,"83,3",170,1474515,4429043,172,,,"Potenza limitata a 6,2",SR-BP-RA1.pdf,40.01051582614998,8.701407832663525
Sorgenia Renewables S.r.l.,Bauladu Paulilatino,9293,9451,Eolico,BA05,Bauladu,Campidano Oristano,Siemens Gamesa,SG 6.6 170,"6,6",210,125,"83,3",170,1474140,4431052,160,,,"Potenza limitata a 6,2",SR-BP-RA1.pdf,40.02860428664032,8.696934181714502
Sorgenia Renewables S.r.l.,Bauladu Paulilatino,9293,9451,Eolico,PA06,Paulilatino,Guilcer,Siemens Gamesa,SG 6.6 170,"6,6",210,125,"83,3",170,1475342,4430709,170,,,"Potenza limitata a 6,2",SR-BP-RA1.pdf,40.02555005192151,8.711033865262266
Sorgenia Renewables S.r.l.,Bauladu Paulilatino,9293,9451,Eolico,PA07,Paulilatino,Guilcer,Siemens Gamesa,SG 6.6 170,"6,6",210,125,"83,3",170,1475313,4431755,123,,,"Potenza limitata a 6,2",SR-BP-RA1.pdf,40.0349730196983,8.710654203771771
Sorgenia Renewables S.r.l.,Bauladu Paulilatino,9293,9451,Eolico,PA08,Paulilatino,Guilcer,Siemens Gamesa,SG 6.6 170,"6,6",210,125,"83,3",170,1476821,4432468,190,,,"Potenza limitata a 6,2",SR-BP-RA1.pdf,40.041439497857716,8.728303142357955
Sorgenia Renewables S.r.l.,Bauladu Paulilatino,9293,9451,Eolico,PA09,Paulilatino,Guilcer,Siemens Gamesa,SG 6.6 170,"6,6",210,125,"83,3",170,1476014,4431041,157,,,"Potenza limitata a 6,2",SR-BP-RA1.pdf,40.02856054137073,8.718896639501311
IVPC POWER 8 S.p.A.,Monte Pelao,9295,9457,EolicoBESS,PL01,Borutta,,VESTAS,v150-6.0MW,6,180,105,75,150,"478398,0","4490379,0",620,,,,S_P_R3-Analisi_anemologica_signed.pdf,40.56390051,8.74481843
IVPC POWER 8 S.p.A.,Monte Pelao,9295,9457,EolicoBESS,PL02,Borutta,,VESTAS,v150-6.0MW,6,180,105,75,150,"478384,0","4489653,0",637,,,,S_P_R3-Analisi_anemologica_signed.pdf,40.55735973,8.74467790
IVPC POWER 8 S.p.A.,Monte Pelao,9295,9457,EolicoBESS,PL03,Borutta,,VESTAS,v150-6.0MW,6,180,105,75,150,"477933,0","4489185,0",634,,,,S_P_R3-Analisi_anemologica_signed.pdf,40.55313169,8.73936722
IVPC POWER 8 S.p.A.,Monte Pelao,9295,9457,EolicoBESS,PL04,Borutta,,VESTAS,v150-6.0MW,6,180,105,75,150,"477575,0","4488498,0",642,,,,S_P_R3-Analisi_anemologica_signed.pdf,40.54693300,8.73516331
IVPC POWER 8 S.p.A.,Monte Pelao,9295,9457,EolicoBESS,PL05,Borutta,,VESTAS,v150-6.0MW,6,180,105,75,150,"478256,0","4488033,0",687,,,,S_P_R3-Analisi_anemologica_signed.pdf,40.54276203,8.74322177
IVPC POWER 8 S.p.A.,Monte Pelao,9295,9457,EolicoBESS,PL06,Borutta,,VESTAS,v150-6.0MW,6,180,105,75,150,"478673,0","4488579,0",658,,,,S_P_R3-Analisi_anemologica_signed.pdf,40.54769171,8.74812771
IVPC POWER 8 S.p.A.,Monte Pelao,9295,9457,EolicoBESS,PL07,Borutta,,VESTAS,v150-6.0MW,6,180,105,75,150,"478697,0","4487594,0",672,,,,S_P_R3-Analisi_anemologica_signed.pdf,40.53881860,8.74844435
IVPC POWER 8 S.p.A.,Monte Pelao,9295,9457,EolicoBESS,PL08,Borutta,,VESTAS,v150-6.0MW,6,180,105,75,150,"477852,0","4487382,0",661,,,,S_P_R3-Analisi_anemologica_signed.pdf,40.53688656,8.73847372
IVPC POWER 8 S.p.A.,Monte Pelao,9295,9457,EolicoBESS,PL09,Borutta,,VESTAS,v150-6.0MW,6,180,105,75,150,"478575,0","4487072,0",639,,,,S_P_R3-Analisi_anemologica_signed.pdf,40.53411282,8.74702142
IVPC POWER 8 S.p.A.,Monte Pelao,9295,9457,EolicoBESS,PL10,Borutta,,VESTAS,v150-6.0MW,6,180,105,75,150,"477729,0","4486670,0",590,,,,S_P_R3-Analisi_anemologica_signed.pdf,40.53046895,8.73704642
IVPC POWER 8 S.p.A.,Monte Pelao,9295,9457,EolicoBESS,PL11,Borutta,,VESTAS,v150-6.0MW,6,180,105,75,150,"479430,0","4487638,0",623,,,,S_P_R3-Analisi_anemologica_signed.pdf,40.53923351,8.75709844
Nuoro Wind S.r.l.,Perda Pinta,9315,9477,Eolico,WTG001,Nuoro,,SIEMENS_GAMESA,SG 6.6-170,"6,6",220,135,85,170,"40°20'29.66""","9°12'49.56""","679,39",,,,WIND008-RC8-5.pdf ,"40°20'29.66""","9°12'49.56"""
Nuoro Wind S.r.l.,Perda Pinta,9315,9477,Eolico,WTG002,Nuoro,,SIEMENS_GAMESA,SG 6.6-170,"6,6",220,135,85,170,"40°20'20.47""","9°14'14.18""","660,00",,,,WIND008-RC8-5.pdf ,"40°20'20.47""","9°14'14.18"""
Nuoro Wind S.r.l.,Perda Pinta,9315,9477,Eolico,WTG003,Nuoro,,SIEMENS_GAMESA,SG 6.6-170,"6,6",220,135,85,170,"40°20'36.23""","9°14'3.76""","680,00",,,,WIND008-RC8-5.pdf ,"40°20'36.23""","9°14'3.76"""
Nuoro Wind S.r.l.,Perda Pinta,9315,9477,Eolico,WTG004,Nuoro,,SIEMENS_GAMESA,SG 6.6-170,"6,6",220,135,85,170,"40°20'56.41""","9°14'21.82""","707,52",,,,WIND008-RC8-5.pdf ,"40°20'56.41""","9°14'21.82"""
Nuoro Wind S.r.l.,Perda Pinta,9315,9477,Eolico,WTG005,Nuoro,,SIEMENS_GAMESA,SG 6.6-170,"6,6",220,135,85,170,"40°21'21.47""","9°12'54.45""","685,23",,,,WIND008-RC8-5.pdf ,"40°21'21.47""","9°12'54.45"""
Nuoro Wind S.r.l.,Perda Pinta,9315,9477,Eolico,WTG006,Nuoro,,SIEMENS_GAMESA,SG 6.6-170,"6,6",220,135,85,170,"40°21'18.06""","9°14'20.88""","740,00",,,,WIND008-RC8-5.pdf ,"40°21'18.06""","9°14'20.88"""
Nuoro Wind S.r.l.,Perda Pinta,9315,9477,Eolico,WTG007,Nuoro,,SIEMENS_GAMESA,SG 6.6-170,"6,6",220,135,85,170,"40°21'53.92""","9°15'24.89""","738,88",,,,WIND008-RC8-5.pdf ,"40°21'53.92""","9°15'24.89"""
Nuoro Wind S.r.l.,Perda Pinta,9315,9477,Eolico,WTG008,Nuoro,,SIEMENS_GAMESA,SG 6.6-170,"6,6",220,135,85,170,"40°22'1.93""","9°15'55.51""","746,76",,,,WIND008-RC8-5.pdf ,"40°22'1.93""","9°15'55.51"""
Nuoro Wind S.r.l.,Perda Pinta,9315,9477,Eolico,WTG009,Nuoro,,SIEMENS_GAMESA,SG 6.6-170,"6,6",220,135,85,170,"40°22'7.82""","9°14'32.11""","763,17",,,,WIND008-RC8-5.pdf ,"40°22'7.82""","9°14'32.11"""
Nuoro Wind S.r.l.,Perda Pinta,9315,9477,Eolico,WTG010,Nuoro,,SIEMENS_GAMESA,SG 6.6-170,"6,6",220,135,85,170,"40°22'20.60""","9°16'13.07""","757,42",,,,WIND008-RC8-5.pdf ,"40°22'20.60""","9°16'13.07"""
Nuoro Wind S.r.l.,Perda Pinta,9315,9477,Eolico,WTG011,Nuoro,,SIEMENS_GAMESA,SG 6.6-170,"6,6",220,135,85,170,"40°22'35.83""","9°16'5.96""","806,86",,,,WIND008-RC8-5.pdf ,"40°22'35.83""","9°16'5.96"""
Nuoro Wind S.r.l.,Perda Pinta,9315,9477,Eolico,WTG012,Nuoro,,SIEMENS_GAMESA,SG 6.6-170,"6,6",220,135,85,170,"40°22'46.61""","9°15'51.80""","811,37",,,,WIND008-RC8-5.pdf ,"40°22'46.61""","9°15'51.80"""
Nuoro Wind S.r.l.,Perda Pinta,9315,9477,Eolico,WTG013,Nuoro,,SIEMENS_GAMESA,SG 6.6-170,"6,6",220,135,85,170,"40°22'26.59""","9°17'23.21""","677,82",,,,WIND008-RC8-5.pdf ,"40°22'26.59""","9°17'23.21"""
Nuoro Wind S.r.l.,Perda Pinta,9315,9477,Eolico,WTG014,Nuoro,,SIEMENS_GAMESA,SG 6.6-170,"6,6",220,135,85,170,"40°23'32.74""","9°16'46.01""",760,,,,WIND008-RC8-5.pdf ,"40°23'32.74""","9°16'46.01"""
Nuoro Wind S.r.l.,Perda Pinta,9315,9477,Eolico,WTG015,Nuoro,,SIEMENS_GAMESA,SG 6.6-170,"6,6",220,135,85,170,"40°23'39.25""","9°17'21.54""","741,33",,,,WIND008-RC8-5.pdf ,"40°23'39.25""","9°17'21.54"""
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,GIUNZIONECAVOMARINO,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"8°24'00.63""E","39°11'10.80""N",,,,,REL03_Relazione_Elettrica.pdf,"39°11'10.80""N","8°24'00.63""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,SOTTOSTAZIONE,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°55'34.15""E","39°16'52.29""N",,,,,REL03_Relazione_Elettrica.pdf,"39°16'52.29""N","7°55'34.15""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,SOTTOSTAZIONEONSHORE,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"8°24'34.40""E","39°11'49.02""N",,,,,REL03_Relazione_Elettrica.pdf,"39°11'49.02""N","8°24'34.40""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,SOTTOSTAZIONERTN,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"8°24'13.94""E","39°11'46.85""N",,,,,REL03_Relazione_Elettrica.pdf,"39°11'46.85""N","8°24'13.94""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W001,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°51'11.24""E","39°18'27.36""N",,,,,REL03_Relazione_Elettrica.pdf,"39°18'27.36""N","7°51'11.24""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W002,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°52'26.33""E","39°18'28.23""N",,,,,REL03_Relazione_Elettrica.pdf,"39°18'28.23""N","7°52'26.33""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W003,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°53'41.42""E","39°18'29.07""N",,,,,REL03_Relazione_Elettrica.pdf,"39°18'29.07""N","7°53'41.42""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W004,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°54'56.52""E","39°18'29.91""N",,,,,REL03_Relazione_Elettrica.pdf,"39°18'29.91""N","7°54'56.52""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W005,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°56'11.61""E","39°18'30.73""N",,,,,REL03_Relazione_Elettrica.pdf,"39°18'30.73""N","7°56'11.61""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W006,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°57'26.70""E","39°18'31.54""N",,,,,REL03_Relazione_Elettrica.pdf,"39°18'31.54""N","7°57'26.70""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W007,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°58'41.80""E","39°18'32.34""N",,,,,REL03_Relazione_Elettrica.pdf,"39°18'32.34""N","7°58'41.80""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W008,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°59'56.89""E","39°18'33.17""N",,,,,REL03_Relazione_Elettrica.pdf,"39°18'33.17""N","7°59'56.89""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W009,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"8°01'11.99""E","39°18'33.88""N",,,,,REL03_Relazione_Elettrica.pdf,"39°18'33.88""N","8°01'11.99""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W010,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°51'11.43""E","39°17'22.50""N",,,,,REL03_Relazione_Elettrica.pdf,"39°17'22.50""N","7°51'11.43""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W011,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°52'26.52""E","39°17'23.36""N",,,,,REL03_Relazione_Elettrica.pdf,"39°17'23.36""N","7°52'26.52""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W012,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°53'41.61""E","39°17'24.21""N",,,,,REL03_Relazione_Elettrica.pdf,"39°17'24.21""N","7°53'41.61""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W013,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°54'56.70""E","39°17'25.04""N",,,,,REL03_Relazione_Elettrica.pdf,"39°17'25.04""N","7°54'56.70""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W014,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°56'11.79""E","39°17'25.86""N",,,,,REL03_Relazione_Elettrica.pdf,"39°17'25.86""N","7°56'11.79""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W015,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°57'26.89""E","39°17'26.67""N",,,,,REL03_Relazione_Elettrica.pdf,"39°17'26.67""N","7°57'26.89""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W016,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°58'41.98""E","39°17'27.46""N",,,,,REL03_Relazione_Elettrica.pdf,"39°17'27.46""N","7°58'41.98""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W017,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°59'57.08""E","39°17'28.25""N",,,,,REL03_Relazione_Elettrica.pdf,"39°17'28.25""N","7°59'57.08""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W018,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°49'56.53""E","39°16'16.75""N",,,,,REL03_Relazione_Elettrica.pdf,"39°16'16.75""N","7°49'56.53""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W019,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°51'11.61""E","39°16'17.62""N",,,,,REL03_Relazione_Elettrica.pdf,"39°16'17.62""N","7°51'11.61""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W020,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°52'26.71""E","39°16'18.48""N",,,,,REL03_Relazione_Elettrica.pdf,"39°16'18.48""N","7°52'26.71""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W021,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°53'41.80""E","39°16'19.33""N",,,,,REL03_Relazione_Elettrica.pdf,"39°16'19.33""N","7°53'41.80""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W022,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°54'56.89""E","39°16'20.17""N",,,,,REL03_Relazione_Elettrica.pdf,"39°16'20.17""N","7°54'56.89""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W023,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°56'11.98""E","39°16'20.99""N",,,,,REL03_Relazione_Elettrica.pdf,"39°16'20.99""N","7°56'11.98""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W024,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°57'27.07""E","39°16'21.80""N",,,,,REL03_Relazione_Elettrica.pdf,"39°16'21.80""N","7°57'27.07""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W025,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°58'42.17""E","39°16'22.59""N",,,,,REL03_Relazione_Elettrica.pdf,"39°16'22.59""N","7°58'42.17""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W026,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°59'57.26""E","39°16'23.37""N",,,,,REL03_Relazione_Elettrica.pdf,"39°16'23.37""N","7°59'57.26""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W027,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°49'56.71""E","39°15'11.88""N",,,,,REL03_Relazione_Elettrica.pdf,"39°15'11.88""N","7°49'56.71""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W028,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°51'11.80""E","39°15'12.75""N",,,,,REL03_Relazione_Elettrica.pdf,"39°15'12.75""N","7°51'11.80""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W029,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°52'26.89""E","39°15'13.62""N",,,,,REL03_Relazione_Elettrica.pdf,"39°15'13.62""N","7°52'26.89""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W030,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°53'41.98""E","39°15'14.46""N",,,,,REL03_Relazione_Elettrica.pdf,"39°15'14.46""N","7°53'41.98""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W031,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°54'57.07""E","39°15'15.30""N",,,,,REL03_Relazione_Elettrica.pdf,"39°15'15.30""N","7°54'57.07""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W032,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°56'12.16""E","39°15'16.12""N",,,,,REL03_Relazione_Elettrica.pdf,"39°15'16.12""N","7°56'12.16""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W033,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°57'27.26""E","39°15'16.92""N",,,,,REL03_Relazione_Elettrica.pdf,"39°15'16.92""N","7°57'27.26""E"
Ninfea Rinnovabili S.r.l.,SAN PIETRO NORD,9369,9531,Offshore,W034,,Isola di San Pietro,VESTAS,v236-15MW,15,268,150,118,236,"7°58'42.35""E","39°15'17.72""N",,,,,REL03_Relazione_Elettrica.pdf,"39°15'17.72""N","7°58'42.35""E"
Sardinia Energy Srl,Ballarianu,9443,9548,Eolico,DEP.TEMPORANEO,Erula,,VESTAS,V162-6.2MW,"6,2",200,119,81,162,"40°46'39.14""N","8°57'08.14""E",526,,,,R_I_08_Relazione_impatto_visivo-signed.pdf,"40°46'39.14""N","8°57'08.14""E"
Sardinia Energy Srl,Ballarianu,9443,9548,Eolico,SOTT.TRASFORMAZIONE,Erula,,VESTAS,V162-6.2MW,"6,2",200,119,81,162,"40°46'5.30""N","8°57'39.06""E",615,,,,R_I_08_Relazione_impatto_visivo-signed.pdf,"40°46'5.30""N","8°57'39.06""E"
Sardinia Energy Srl,Ballarianu,9443,9548,Eolico,ST.TERNA,Tula,,VESTAS,V162-6.2MW,"6,2",200,119,81,162,"40°46'2.55""N","8°58'6.91""E",656,,,,R_I_08_Relazione_impatto_visivo-signed.pdf,"40°46'2.55""N","8°58'6.91""E"
Sardinia Energy Srl,Ballarianu,9443,9548,Eolico,WTG01,Erula,,VESTAS,V162-6.2MW,"6,2",200,119,81,162,"40°46'13.65""N","8°57'33.03""E",587,,,,R_I_08_Relazione_impatto_visivo-signed.pdf,"40°46'13.65""N","8°57'33.03""E"
Sardinia Energy Srl,Ballarianu,9443,9548,Eolico,WTG02,Erula,,VESTAS,V162-6.2MW,"6,2",200,119,81,162,"40°46'28.85""N","8°57'28.50""E",544,,,,R_I_08_Relazione_impatto_visivo-signed.pdf,"40°46'28.85""N","8°57'28.50""E"
Sardinia Energy Srl,Ballarianu,9443,9548,Eolico,WTG03,Erula,,VESTAS,V162-6.2MW,"6,2",200,119,81,162,"40°46'43.55""N","8°56'57.28""E",497,,,,R_I_08_Relazione_impatto_visivo-signed.pdf,"40°46'43.55""N","8°56'57.28""E"
Sardinia Energy Srl,Ballarianu,9443,9548,Eolico,WTG04,Erula,,VESTAS,V162-6.2MW,"6,2",200,119,81,162,"40°46'19.05""N","8°57'9.66""E",539,,,,R_I_08_Relazione_impatto_visivo-signed.pdf,"40°46'19.05""N","8°57'9.66""E"
